TPLNR;PLTXT;TPLKZ;FLTYP;EQART;BRGEW;GEWEI;GROES;INVNR;DATAB;ANSWT;WAERS;ANSDT;HERST;HERLD;TYPBZ;BAUJJ;BAUMM;MAPAR;SERGE;SWERK;STORT;BEBER;MSGRP;ABCKZ;EQFNR;BUKRS;KOSTL;RBNR;ANLNR;ANLUN;PROID;IWERK;INGRP;GEWRK;WERGW;TPLMA;POSNR;SUBMT;IEQUI;EINZL;NAME1;SORT1;STREET;HOUSE_NUM1;POST_CODE1;CITY1;COUNTRY;REGION;TIME_ZONE;TEL_NUMBER;MOB_NUMBER;FAX_NUMBER;SMTP_ADDR;PARVW;PARNR;TEL_NUMBER_OLD;MOB_NUMBER_OLD;FAX_NUMBER_OLD;ZZITO_CAP_NOM;ZZITO_CAP_PART;PARNR_OLD;SMTP_ADDR_OLD;PARVW_OLD;LONGITUDE;LATITUDE;ALTITUDE;Z_ABCKZ;TRPNR;ADRNRI
COS-COG3-0A-7M-MA;Fdr n.07 - Sección MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-7M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-8M-MA;Fdr n.08 - Sección MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-8M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-9M-MA;Fdr n.09 - Sección MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-9M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-AM-MA;Fdr n.10 - Sección MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-AM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-BM-MA;Fdr n.11 - Sección MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-BM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-CM-MA;Fdr n.12 - Sección MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-CM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-DM-MA;Fdr n.13 - Sección MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-DM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-EM-MA;Fdr n.14 - Sección MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-EM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-FM-MA;Fdr n.15 - Sección MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-FM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-GM-MA;Fdr n.16 - Sección MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-GM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-HM-MA;Fdr n.17 - Sección MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-HM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-1M-MA-BS;Fdr n.01 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-1M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-2M-MA-BS;Fdr n.02 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-2M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-3M-MA-BS;Fdr n.03 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-3M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-4M-MA-BS;Fdr n.04 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-4M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-5M-MA-BS;Fdr n.05 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-5M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-6M-MA-BS;Fdr n.06 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-6M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-7M-MA-BS;Fdr n.07 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-7M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-8M-MA-BS;Fdr n.08 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-8M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-9M-MA-BS;Fdr n.09 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-9M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-AM-MA-BS;Fdr n.10 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-AM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-BM-MA-BS;Fdr n.11 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-BM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-CM-MA-BS;Fdr n.12 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-CM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-DM-MA-BS;Fdr n.13 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-DM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-EM-MA-BS;Fdr n.14 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-EM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-FM-MA-BS;Fdr n.15 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-FM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-GM-MA-BS;Fdr n.16 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-GM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-HM-MA-BS;Fdr n.17 - Conexión MT;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-HM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-1M-MA-ZR;Fdr n.01 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-1M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-2M-MA-ZR;Fdr n.02 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-2M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-3M-MA-ZR;Fdr n.03 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-3M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-4M-MA-ZR;Fdr n.04 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-4M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-5M-MA-ZR;Fdr n.05 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-5M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-6M-MA-ZR;Fdr n.06 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-6M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-7M-MA-ZR;Fdr n.07 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-7M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-8M-MA-ZR;Fdr n.08 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-8M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-9M-MA-ZR;Fdr n.09 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-9M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-AM-MA-ZR;Fdr n.10 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-AM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-BM-MA-ZR;Fdr n.11 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-BM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-CM-MA-ZR;Fdr n.12 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-CM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-DM-MA-ZR;Fdr n.13 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-DM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-EM-MA-ZR;Fdr n.14 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-EM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-FM-MA-ZR;Fdr n.15 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-FM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-GM-MA-ZR;Fdr n.16 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-GM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-HM-MA-ZR;Fdr n.17 - Reactor shunt;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-HM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-1M-MA-ER;Fdr n.01 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-1M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-2M-MA-ER;Fdr n.02 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-2M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-3M-MA-ER;Fdr n.03 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-3M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-4M-MA-ER;Fdr n.04 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-4M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-5M-MA-ER;Fdr n.05 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-5M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-6M-MA-ER;Fdr n.06 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-6M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-7M-MA-ER;Fdr n.07 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-7M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-8M-MA-ER;Fdr n.08 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-8M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-9M-MA-ER;Fdr n.09 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-9M-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-AM-MA-ER;Fdr n.10 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-AM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-BM-MA-ER;Fdr n.11 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-BM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-CM-MA-ER;Fdr n.12 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-CM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-DM-MA-ER;Fdr n.13 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-DM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-EM-MA-ER;Fdr n.14 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-EM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-FM-MA-ER;Fdr n.15 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-FM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-GM-MA-ER;Fdr n.16 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-GM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-HM-MA-ER;Fdr n.17 - Reactor de puesta a tierra;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-HM-MA;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-1M-OC;Fdr n.01 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-1M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-2M-OC;Fdr n.02 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-2M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-3M-OC;Fdr n.03 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-3M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-4M-OC;Fdr n.04 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-4M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-5M-OC;Fdr n.05 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-5M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-6M-OC;Fdr n.06 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-6M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-7M-OC;Fdr n.07 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-7M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-8M-OC;Fdr n.08 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-8M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-9M-OC;Fdr n.09 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-9M;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-AM-OC;Fdr n.10 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-AM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-BM-OC;Fdr n.11 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-BM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-CM-OC;Fdr n.12 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-CM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
COS-COG3-0A-DM-OC;Fdr n.13 - Obra civil;Z-RSS;S;;;;;;;;;;;;;;;;;IIII;11;18;;I;;EEEE;TTTTTTTTTT;YYYYYYYY;;;;UUUU;NNN;KKKKKKK;PPPP;COS-COG3-0A-DM;;;;;;;;;;;CO;;;;;;;;;;;;;;;;;-12,00;12,88;;;;
